row,date_collected,timepoint,gc_run_date,filename,chamber,co2_height,ch4_height,n2o_height,mean_co2_height,mean_ch4_height,mean_n2o_height,co2_precision,ch4_precision,n2o_precision,co2_ppm,ch4_ppm,n2o_ppm
20,2023-03-22,0,2023-05-23,032223_020,UP 2-3,475722,2178,4274,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,490.2547624161518,2.231282014491714,0.3117075254477448
21,2023-03-22,0,2023-05-23,032223_021,UP 2-4,482412,2206,4304,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,497.1491342563527,2.2599669990673648,0.3138954584761567
23,2023-03-22,1,2023-05-23,032223_023,SW 1-1,440443,2410,4432,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,453.89802935928367,2.4689576009756795,0.3232306393973807
24,2023-03-22,1,2023-05-23,032223_024,SW 1-3,440247,2548,4419,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,453.6960417836963,2.6103335963842453,0.3222825350850689
25,2023-03-22,1,2023-05-23,032223_025,SW 1-4,439537,2319,4394,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,452.9643520966197,2.375731401104814,0.3204592575613923
26,2023-03-22,1,2023-05-23,032223_026,UP 1-1,500844,2236,4377,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,516.144210752404,2.290700911112705,0.31921942884529225
27,2023-03-22,1,2023-05-23,032223_027,UP 1-2,492232,2247,4344,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,507.26912401282095,2.3019700121959965,0.3168127025140392
28,2023-03-22,1,2023-05-23,032223_028,UP 1-3,510108,2275,4331,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,525.6912153454714,2.330654996771648,0.3158645982017274
29,2023-03-22,1,2023-05-23,032223_029,UP 1-4,486008,2232,4408,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,500.85498793906754,2.2866030561733264,0.3214802929746512
31,2023-03-22,1,2023-05-23,032223_031,SW 2-1,495743,2284,4457,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,510.88738104285767,2.3398751703852496,0.3250539169210573
32,2023-03-22,1,2023-05-23,032223_032,SW 2-3,474751,2224,4449,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,489.25409947791036,2.278407346294569,0.32447046811348074
33,2023-03-22,1,2023-05-23,032223_033,SW 2-4,497571,2259,4411,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,512.7712243498662,2.314263577014133,0.3216990862774924
34,2023-03-22,1,2023-05-23,032223_034,UP 2-1,504294,2229,4519,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,519.6996043022833,2.2835296649687926,0.3295756451797751
35,2023-03-22,1,2023-05-23,032223_035,UP 2-2,511403,2167,4455,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,527.025776112745,2.2200129134084223,0.3249080547191631
36,2023-03-22,1,2023-05-23,032223_036,UP 2-3,480840,2227,4366,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,495.5291114562337,2.281480737499103,0.31841718673487457
37,2023-03-22,1,2023-05-23,032223_037,UP 2-4,527023,2234,4488,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,543.1229492284308,2.2886519836430157,0.3273147810504162
39,2023-03-22,2,2023-05-23,032223_039,SW 1-1,443524,2330,4628,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,457.0731503816542,2.3870005021881053,0.3375251351830049
40,2023-03-22,2,2023-05-23,032223_040,SW 1-3,444196,2322,4445,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,457.7656792122394,2.3788047923093476,0.3241787437096925
41,2023-03-22,2,2023-05-23,032223_041,SW 1-4,443165,2280,4462,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,456.70318334269575,2.335777315445871,0.3254185724257926
42,2023-03-22,2,2023-05-23,032223_042,UP 1-1,554006,2254,4400,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,570.9302489839077,2.3091412583399094,0.3208968441670747
43,2023-03-22,2,2023-05-23,032223_043,UP 1-2,563899,2242,4422,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,581.1254688067938,2.2968476935217734,0.32250132838791007
44,2023-03-22,2,2023-05-23,032223_044,UP 1-3,551032,2236,4463,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,567.8653966890263,2.290700911112705,0.3254915035267396
45,2023-03-22,2,2023-05-23,032223_045,UP 1-4,555366,2202,4497,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,572.3317954267587,2.255869144127986,0.32797116095893974
47,2023-03-22,2,2023-05-23,032223_047,SW 2-1,571237,2272,4471,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,588.6876363050591,2.3275816055671137,0.32607495233431616
48,2023-03-22,2,2023-05-23,032223_048,SW 2-3,484613,2231,4457,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,499.41737228629023,2.285578592438482,0.3250539169210573
49,2023-03-22,2,2023-05-23,032223_049,SW 2-4,531565,2236,4470,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,547.8037021280112,2.290700911112705,0.3260020212333691
50,2023-03-22,2,2023-05-23,032223_050,UP 2-1,563782,2186,4457,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,581.0048945907545,2.239477724370471,0.3250539169210573
51,2023-03-22,2,2023-05-23,032223_051,UP 2-2,527419,2233,4361,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,543.5310465750257,2.2876275199081713,0.31805253123013927
52,2023-03-22,2,2023-05-23,032223_052,UP 2-3,532403,2249,4396,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,548.6673020685325,2.304018939665686,0.32060511976328643
53,2023-03-22,2,2023-05-23,032223_053,UP 2-4,559415,2224,4419,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,576.5044877408056,2.278407346294569,0.3222825350850689
55,2023-03-22,3,2023-05-23,032223_055,SW 1-1,456229,2385,4637,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,470.1662735849057,2.4433460076045623,0.3381815150915285
56,2023-03-22,3,2023-05-23,032223_056,SW 1-3,673989,2399,4885,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,694.5785922578727,2.457688499892388,0.35626842812639997
57,2023-03-22,3,2023-05-23,032223_057,SW 1-4,450400,2401,4563,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,464.1592043088921,2.4597374273620773,0.3327846136214459
58,2023-03-22,3,2023-05-23,032223_058,UP 1-1,579861,2277,4463,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,597.5750896309024,2.332703924241337,0.3254915035267396
59,2023-03-22,3,2023-05-23,032223_059,UP 1-2,549482,2255,4462,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,566.2680459637181,2.3101657220747542,0.3254185724257926
60,2023-03-22,3,2023-05-23,032223_060,UP 1-3,569081,2227,4474,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,586.4657729735982,2.281480737499103,0.32629374563715735
61,2023-03-22,3,2023-05-23,032223_061,UP 1-4,587447,2271,4510,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,605.3928332452169,2.326557141832269,0.3289192652712516
63,2023-03-22,3,2023-05-23,032223_063,SW 2-1,570315,2264,4513,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,587.7374702607144,2.3193858956883564,0.3291380585740928
64,2023-03-22,3,2023-05-23,032223_064,SW 2-3,498713,2249,4486,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,513.948111142319,2.304018939665686,0.32716891884852206
65,2023-03-22,3,2023-05-23,032223_065,SW 2-4,583461,2269,4459,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,601.2850655090375,2.3245082143625795,0.3251997791229514
66,2023-03-22,3,2023-05-23,032223_066,UP 2-1,570603,2198,4531,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,588.0342683309652,2.2517712891886075,0.3304508183911399
67,2023-03-22,3,2023-05-23,032223_067,UP 2-2,556505,2245,4444,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,573.5055905726465,2.299921084726307,0.32410581260874544
68,2023-03-22,3,2023-05-23,032223_068,UP 2-3,519897,2275,4489,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,535.7792580874335,2.330654996771648,0.32738771215136325
69,2023-03-22,3,2023-05-23,032223_069,UP 2-4,572437,2212,4472,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,589.924294931104,2.2661137814764327,0.3261478834352632
71,2023-03-22,4,2023-05-23,032223_071,SW 1-1,439395,2269,4575,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,452.8180141592043,2.3245082143625795,0.3336597868328106
72,2023-03-22,4,2023-05-23,032223_072,SW 1-3,439640,2354,4564,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,453.07049862868854,2.4115876318243776,0.33285754472239293
73,2023-03-22,4,2023-05-23,032223_073,SW 1-4,436930,2296,4530,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,450.2777112315369,2.352168735203386,0.3303778872901928
74,2023-03-22,4,2023-05-23,032223_074,UP 1-1,647013,2304,4534,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,666.778506344381,2.3603644450821433,0.33066961169398107
75,2023-03-22,4,2023-05-23,032223_075,UP 1-2,631961,2302,4521,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,651.2666849783565,2.358315517612454,0.3297215073816693
76,2023-03-22,4,2023-05-23,032223_076,UP 1-3,601339,2234,4515,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,619.709217939398,2.2886519836430157,0.3292839207759869
77,2023-03-22,4,2023-05-23,032223_077,UP 1-4,571086,2223,4511,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,588.5320234279484,2.277382882559724,0.3289921963721986
79,2023-03-22,4,2023-05-23,032223_079,SW 2-1,641492,2234,4602,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,661.0888461157189,2.2886519836430157,0.33562892655838134
80,2023-03-22,4,2023-05-23,032223_080,SW 2-3,533531,2254,4535,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,549.8297611770149,2.3091412583399094,0.33074254279492815
81,2023-03-22,4,2023-05-23,032223_081,SW 2-4,614552,2251,4530,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,633.3258599610085,2.3060678671353756,0.3303778872901928
82,2023-03-22,4,2023-05-23,032223_082,UP 2-1,594820,2219,4602,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,612.9910699534084,2.2732850276203456,0.33562892655838134
83,2023-03-22,4,2023-05-23,032223_083,UP 2-2,546081,2253,4500,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,562.7631493077356,2.308116794605065,0.32818995426178094
84,2023-03-22,4,2023-05-23,032223_084,UP 2-3,572064,2267,4534,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,589.539900208175,2.32245928689289,0.33066961169398107
85,2023-03-22,4,2023-05-23,032223_085,UP 2-4,602589,2200,4499,968416,9956.42857142857,13711.57142857143,0.621481433974009,1.0069049383497908,1.811367040963376,620.9974040081948,2.253820216658297,0.3281170231608339
