row,date_collected,site,ecosystem,chamber_no,timepoint,gc_run_date,filename,chamber,co2_height,ch4_height,n2o_height,site_str,eco_str,tp_str,chamber_str,is_std,qc_co2_low,qc_ch4_low,qc_n2o_low,qc_any_low,mean_co2_height,mean_ch4_height,mean_n2o_height,co2_precision,ch4_precision,n2o_precision,n_std_used,n_std_total,n_std_dropped_low,qc_flag,co2_ppm,ch4_ppm,n2o_ppm,date,ecosystem_name,ecosystem_block,rep,time_point,total_vol_m3,average_temp_kelvin,n_air_mol,co2_mol,ch4_mol,n2o_mol,co2_umol,ch4_nmol,n2o_nmol,min_elapsed
19,2022-09-02,JWP,SW-1,3,T0,2022-10-25,220902_019,3,25679,0,423,JWP,SW-1,T0,3,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,25.157625673488734,0,0.04561841375485302,220902,SW,1,3,0,0.01221925086,305.15,0.4879930829667787,1.2276747312529949e-5,0,2.2261470368284824e-8,12.276747312529949,0,22.261470368284826,0.58
20,2022-09-02,JWP,SW-1,3,T1,2022-10-25,220902_020,3,741921,2414,129,JWP,SW-1,T1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,726.8573853070773,2.423770503443869,0.01391199852098354,220902,SW,1,3,1,0.01221925086,305.15,0.4879930829667787,3.547013763331724e-4,1.1827832403795147e-6,6.7889590484840226e-9,354.7013763331724,1182.7832403795146,6.788959048484022,6.32
21,2022-09-02,JWP,SW-1,3,T2,2022-10-25,220902_021,3,860960,2253,5638,JWP,SW-1,T2,3,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,843.4794734937833,2.262118866718739,0.6080298268318235,220902,SW,1,3,2,0.01221925086,305.15,0.4879930829667787,4.116121486894266e-4,1.103898359807393e-6,2.967143497314181e-7,411.6121486894266,1103.898359807393,296.7143497314181,14.82
22,2022-09-02,JWP,SW-1,3,T3,2022-10-25,220902_022,3,1112058,2211,5281,JWP,SW-1,T3,3,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,1089.479297916918,2.219948874529575,0.5695291797621248,220902,SW,1,3,3,0.01221925086,305.15,0.4879930829667787,5.316583614189584e-4,1.0833196953103178e-6,2.7792630027165996e-7,531.6583614189584,1083.3196953103177,277.92630027165995,20.83
23,2022-09-02,JWP,SW-1,3,T4,2022-10-25,220902_023,3,1358179,2210,5343,JWP,SW-1,T4,3,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,1330.603173004917,2.2189448270964993,0.576215566648179,220902,SW,1,3,4,0.01221925086,305.15,0.4879930829667787,6.493251446000474e-4,1.0828297271080062e-6,2.8118921082209416e-7,649.3251446000475,1082.8297271080062,281.18921082209414,31
24,2022-09-02,JWP,SW-1,4,T0,2022-10-25,220902_024,4,539717,2324,5018,JWP,SW-1,T0,4,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,528.7588401268866,2.333406234467088,0.5411659579712824,220902,SW,1,4,0,0.0153861726,305.15,0.6144685863444969,3.2490569700992385e-4,1.433804830260427e-6,3.325294811723793e-7,324.90569700992387,1433.804830260427,332.5294811723793,0.63
25,2022-09-02,JWP,SW-1,4,T1,2022-10-25,220902_025,4,657063,2316,527,JWP,SW-1,T1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,643.7223021885404,2.3253738550024856,0.05683428853145991,220902,SW,1,4,1,0.0153861726,305.15,0.6144685863444969,3.955471330242174e-4,1.4288691854058303e-6,3.492288492982142e-8,395.5471330242174,1428.8691854058304,34.92288492982142,6.1
26,2022-09-02,JWP,SW-1,4,T2,2022-10-25,220902_026,4,65835,283,1056,JWP,SW-1,T2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,64.49831715464508,0.28414542356032096,0.11388426696246996,220902,SW,1,4,2,0.0153861726,305.15,0.6144685863444969,3.9632189763613774e-5,1.745984367313687e-7,6.997830452730821e-8,39.63218976361377,174.5984367313687,69.97830452730821,19.68
27,2022-09-02,JWP,SW-1,4,T3,2022-10-25,220902_027,4,791804,2122,138,JWP,SW-1,T3,4,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,775.7275843596353,2.1305886529858697,0.01488260306895914,220902,SW,1,4,3,0.0153861726,305.15,0.6144685863444969,4.7666023214989654e-4,1.309179797681853e-6,9.144892068909592e-9,476.66023214989656,1309.179797681853,9.144892068909591,20.92
28,2022-09-02,JWP,SW-1,4,T4,2022-10-25,220902_028,4,1123461,2305,93,JWP,SW-1,T4,4,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,1100.6507767733683,2.3143293332386565,0.01002958032908116,220902,SW,1,4,4,0.0153861726,305.15,0.6144685863444969,6.76315326862904e-4,1.4220826737307593e-6,6.162862046439073e-9,676.3153268629039,1422.0826737307593,6.162862046439073,30.87
30,2022-09-02,JWP,UP-1,1,T0,2022-10-25,220902_030,1,630273,2742,5933,JWP,UP-1,T0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,617.4762337360008,2.75309806149258,0.639844087015468,220902,UP,1,1,0,0.01443609608,306.45,0.5740802388340128,3.5448090373749007e-4,1.5804991926751178e-6,3.673218462903708e-7,354.48090373749005,1580.499192675118,367.3218462903708,1
31,2022-09-02,JWP,UP-1,1,T1,2022-10-25,220902_031,1,779698,2318,938,JWP,UP-1,T1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,763.8673788842175,2.327381949868636,0.10115856288901214,220902,UP,1,1,1,0.01443609608,306.45,0.5740802388340128,4.385211673073629e-4,1.3361039856385571e-6,5.8073131943429597e-8,438.5211673073629,1336.103985638557,58.073131943429594,6
32,2022-09-02,JWP,UP-1,1,T2,2022-10-25,220902_032,1,948996,2225,511,JWP,UP-1,T2,1,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,929.7280319964998,2.2340055385926294,0.05510876933505885,220902,UP,1,1,2,0.01443609608,306.45,0.5740802388340128,5.337384906592273e-4,1.282498433151764e-6,3.1636855461719106e-8,533.7384906592273,1282.4984331517642,31.636855461719104,11
33,2022-09-02,JWP,UP-1,1,T3,2022-10-25,220902_033,1,933815,1866,501,JWP,UP-1,T3,1,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,914.855259873394,1.8735525101185828,0.05403031983730819,220902,UP,1,1,3,0.01443609608,306.45,0.5740802388340128,5.252003260866708e-4,1.0755694724769403e-6,3.1017738916479984e-8,525.2003260866708,1075.5694724769403,31.017738916479985,23
34,2022-09-02,JWP,UP-1,1,T4,2022-10-25,220902_034,1,1546732,1995,5376,JWP,UP-1,T4,1,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,1515.327881662315,2.0030746289853014,0.5797744499907561,220902,UP,1,1,4,0.01443609608,306.45,0.5740802388340128,8.699197922165404e-4,1.1499255614102334e-6,3.3283705472055167e-7,869.9197922165405,1149.9255614102333,332.8370547205517,31
35,2022-09-02,JWP,UP-1,2,T0,2022-10-25,220902_035,2,560934,2339,423,JWP,UP-1,T0,2,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,549.5450601476978,2.348466945963218,0.04561841375485302,220902,UP,1,2,0,0.01481612669,306,0.5900593764313478,3.24264215511678e-4,1.3857349417046881e-6,2.6917572773975786e-8,324.264215511678,1385.7349417046883,26.917572773975785,0
36,2022-09-02,JWP,UP-1,2,T1,2022-10-25,220902_036,2,633930,2265,5321,JWP,UP-1,T1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,621.0589837296902,2.274167435915643,0.5738429777531275,220902,UP,1,2,1,0.01481612669,306,0.5900593764313478,3.6646167666662757e-4,1.3418938191368612e-6,3.386014296225182e-7,366.46167666662757,1341.893819136861,338.6014296225182,5
37,2022-09-02,JWP,UP-1,2,T2,2022-10-25,220902_037,2,759335,2250,5497,JWP,UP-1,T2,2,FALSE,FALSE,FALSE,FALSE,FALSE,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522915,7,9,2,WARN,743.9178196494634,2.259106724419513,0.5928236889135392,220902,UP,1,2,2,0.01481612669,306,0.5900593764313478,4.3895568477853015e-4,1.3330071051028423e-6,3.4980117621405417e-7,438.95568477853016,1333.0071051028424,349.8011762140542,10
38,2022-09-02,JWP,UP-1,2,T3,2022-10-26,220902_038,2,967759,2210,5135,JWP,UP-1,T3,2,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,934.7119077221056,2.1702479338842977,0.9255031541003303,220902,UP,1,2,3,0.01481612669,306,0.5900593764313478,5.51535525413461e-4,1.2805751425691893e-6,5.461018139936864e-7,551.5355254134611,1280.5751425691892,546.1018139936864,22
39,2022-09-02,JWP,UP-1,2,T4,2022-10-26,220902_039,2,1112905,2163,5044,JWP,UP-1,T4,2,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,1074.9014534232904,2.124093339815265,0.9091018323820966,220902,UP,1,2,4,0.01481612669,306,0.5900593764313478,6.342556813320961e-4,1.253341191573374e-6,5.364240603279755e-7,634.2556813320962,1253.3411915733739,536.4240603279754,30
45,2022-09-02,JWP,UP-1,3,T0,2022-10-26,220902_045,3,566181,2407,37,JWP,UP-1,T0,3,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,546.847017311138,2.363704423918328,0.00666866927005106,220902,UP,1,3,0,0.01323266582,305.55,0.5277734225499494,2.886113219375307e-4,1.2475003737078323e-6,3.5195464045085206e-9,288.6113219375307,1247.5003737078323,3.5195464045085205,1
46,2022-09-02,JWP,UP-1,3,T1,2022-10-26,220902_046,3,795487,2306,481,JWP,UP-1,T1,3,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,768.3226622931275,2.264521147301896,0.08669270051066386,220902,UP,1,3,1,0.01323266582,305.55,0.5277734225499494,4.055002811011328e-4,1.1951540763482596e-6,4.57541032586108e-8,405.5002811011328,1195.1540763482597,45.754103258610805,6
47,2022-09-02,JWP,UP-1,3,T2,2022-10-26,220902_047,3,1085133,2271,340,JWP,UP-1,T2,3,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,1048.0778133421768,2.2301507049100633,0.06127966356263142,220902,UP,1,3,2,0.01323266582,305.55,0.5277734225499494,5.531476146462676e-4,1.1770142703325663e-6,3.2341777771159406e-8,553.1476146462676,1177.0142703325664,32.34177777115941,11
48,2022-09-02,JWP,UP-1,3,T3,2022-10-26,220902_048,3,1607384,2152,316,JWP,UP-1,T3,3,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,1552.4949549236835,2.113291200777832,0.05695404025232802,220902,UP,1,3,3,0.01323266582,305.55,0.5277734225499494,8.193655758516018e-4,1.1153389298792088e-6,3.0058828752018736e-8,819.3655758516019,1115.3389298792088,30.058828752018737,21
49,2022-09-02,JWP,UP-1,3,T4,2022-10-26,220902_049,3,2063355,2042,515,JWP,UP-1,T4,3,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,1992.895429913796,2.0052698104035,0.092820666866927,220902,UP,1,3,4,0.01323266582,305.55,0.5277734225499494,0.001051797241829757,1.0583281109727432e-6,4.898828103572675e-8,1051.797241829757,1058.3281109727432,48.98828103572675,31
50,2022-09-02,JWP,UP-1,4,T0,2022-10-26,220902_050,4,512498,2178,415,JWP,UP-1,T0,4,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,494.997187609481,2.138823529411765,0.07479723640732952,220902,UP,1,4,0,0.01316932738,305.75,0.524903644152584,2.598258276214968e-4,1.1226762647875267e-6,3.926134196274959e-8,259.82582762149684,1122.6762647875266,39.26134196274959,0
51,2022-09-02,JWP,UP-1,4,T1,2022-10-26,220902_051,4,716162,2284,5347,JWP,UP-1,T1,4,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,691.7064571428203,2.2429168692270296,0.9637128266746772,220902,UP,1,4,1,0.01316932738,305.75,0.524903644152584,3.630792400381395e-4,1.1773152381885723e-6,5.058563746381255e-7,363.0792400381395,1177.3152381885723,505.85637463812554,5
52,2022-09-02,JWP,UP-1,4,T2,2022-10-26,220902_052,4,846984,2189,403,JWP,UP-1,T2,4,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,818.0611396536741,2.1496256684491977,0.07263442475217782,220902,UP,1,4,2,0.01316932738,305.75,0.524903644152584,4.294032733438294e-4,1.1283463469329181e-6,3.812607424334478e-8,429.4032733438294,1128.346346932918,38.12607424334478,10
53,2022-09-02,JWP,UP-1,4,T3,2022-10-26,220902_053,4,1073421,2108,479,JWP,UP-1,T3,4,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,1036.7657554194489,2.070082644628099,0.0863322319014719,220902,UP,1,4,3,0.01316932738,305.75,0.524903644152584,5.442021231522752e-4,1.0865939238623077e-6,4.5316103132908565e-8,544.2021231522752,1086.5939238623077,45.316103132908566,20
54,2022-09-02,JWP,UP-1,4,T4,2022-10-26,220902_054,4,1293072,2092,770,JWP,UP-1,T4,4,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,1248.9160999195446,2.0543704423918325,0.13878041453890055,220902,UP,1,4,4,0.01316932738,305.75,0.524903644152584,6.555606120886016e-4,1.0783465316508288e-6,7.284634532847514e-8,655.5606120886016,1078.3465316508289,72.84634532847514,30
56,2022-09-02,JWP,SW-1,1,T0,2022-10-26,220902_056,1,550200,2600,6265,JWP,SW-1,T0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,531.4117374560221,2.553232863393291,1.129167918293782,220902,SW,1,1,0,0.01164920494,305.7,0.4643904782807188,2.467825509211899e-4,1.1856970305932595e-6,5.24374829635693e-7,246.78255092118988,1185.6970305932596,524.374829635693,0.82
57,2022-09-02,JWP,SW-1,1,T1,2022-10-26,220902_057,1,840617,2299,5765,JWP,SW-1,T1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,811.9115603509069,2.2576470588235296,1.0390507659957944,220902,SW,1,1,1,0.01164920494,305.7,0.4643904782807188,3.770439978330023e-4,1.048429797436117e-6,4.825252821787342e-7,377.04399783300227,1048.4297974361168,482.5252821787342,9.23
58,2022-09-02,JWP,SW-1,1,T2,2022-10-26,220902_058,1,1046260,2307,49,JWP,SW-1,T2,1,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,1010.532250873751,2.2655031599416624,0.00883148092520276,220902,SW,1,1,2,0.01164920494,305.7,0.4643904782807188,4.6928155530135253e-4,1.0520780959917884e-6,4.101255650781955e-9,469.2815553013525,1052.0780959917884,4.101255650781955,14.53
59,2022-09-02,JWP,SW-1,1,T3,2022-10-26,220902_059,1,1292966,2300,420,JWP,SW-1,T3,1,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,1248.8137196138916,2.258629071463296,0.0756984079303094,220902,SW,1,1,3,0.01164920494,305.7,0.4643904782807188,5.799372005350186e-4,1.0488858347555757e-6,3.515361986384533e-8,579.9372005350186,1048.8858347555756,35.153619863845336,22.43
60,2022-09-02,JWP,SW-1,1,T4,2022-10-26,220902_060,1,1547198,2227,59,JWP,SW-1,T4,1,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,1494.3641900554028,2.1869421487603304,0.01063382397116251,220902,SW,1,1,4,0.01164920494,305.7,0.4643904782807188,6.939685009454074e-4,1.0155951104350727e-6,4.93824659992113e-9,693.9685009454074,1015.5951104350727,4.93824659992113,31.1
61,2022-09-02,JWP,SW-2,2,T0,2022-10-26,220902_061,2,843898,2258,858,JWP,SW-2,T0,2,FALSE,FALSE,FALSE,FALSE,FALSE,1033284.6666666666,10285,5548.333333333334,1.2927674874766557,0.816815977342601,148.5340827740446,6,6,0,WARN,815.0805205664526,2.2173845405930965,0.1546410333433463,220902,SW,2,2,0,0.01240926616,308.6,0.49004124823407036,3.994230757096603e-4,1.0866098880871715e-6,7.578048500777991e-8,399.42307570966034,1086.6098880871716,75.78048500777992,5.55
62,2022-09-02,JWP,SW-2,2,T1,2022-10-27,220902_062,2,1018044,2267,5474,JWP,SW-2,T1,2,FALSE,FALSE,FALSE,FALSE,FALSE,1059108,10461,14122.57142857143,1.2526246123198108,1.473830293611078,41.50791870281223,7,7,0,WARN,959.3052946441722,2.1887678042252174,0.3876064658398915,220902,SW,2,2,1,0.01240926616,308.6,0.49004124823407036,4.7009916402498275e-4,1.072586506877071e-6,1.8994315634377698e-7,470.09916402498277,1072.5865068770709,189.943156343777,10.75
63,2022-09-02,JWP,SW-2,2,T2,2022-10-27,220902_063,2,1197874,2234,5504,JWP,SW-2,T2,2,FALSE,FALSE,FALSE,FALSE,FALSE,1059108,10461,14122.57142857143,1.2526246123198108,1.473830293611078,41.50791870281223,7,7,0,WARN,1128.7595334942234,2.156906605487047,0.3897307248781079,220902,SW,2,2,2,0.01240926616,308.6,0.49004124823407036,5.531387307496162e-4,1.0569732052771838e-6,1.9098413089443702e-7,553.1387307496162,1056.9732052771838,190.98413089443702,15.7
64,2022-09-02,JWP,SW-2,2,T3,2022-10-27,220902_064,2,1446743,2140,718,JWP,SW-2,T3,2,FALSE,FALSE,FALSE,FALSE,FALSE,1059108,10461,14122.57142857143,1.2526246123198108,1.473830293611078,41.50791870281223,7,7,0,WARN,1363.2693870691185,2.0661504636268044,0.05084059964797993,220902,SW,2,2,3,0.01240926616,308.6,0.49004124823407036,6.680582321186468e-4,1.0124989522350824e-6,2.491399091246472e-8,668.0582321186469,1012.4989522350824,24.913990912464723,25.73
65,2022-09-02,JWP,SW-2,2,T4,2022-10-27,220902_065,2,1817135,2113,5823,JWP,SW-2,T4,2,FALSE,FALSE,FALSE,FALSE,FALSE,1059108,10461,14122.57142857143,1.2526246123198108,1.473830293611078,41.50791870281223,7,7,0,WARN,1712.2906540220638,2.0400822101137557,0.41231867931780936,220902,SW,2,2,4,0.01240926616,308.6,0.49004124823407036,8.390930494365048e-4,9.997244327442657e-7,2.0205316028312266e-7,839.0930494365048,999.7244327442656,202.05316028312265,35.75
71,2022-09-02,JWP,SW-2,3,T0,2022-10-27,220902_071,3,152541,1060,1888,JWP,SW-2,T0,3,FALSE,FALSE,FALSE,FALSE,FALSE,1059108,10461,14122.57142857143,1.2526246123198108,1.473830293611078,41.50791870281223,7,7,0,WARN,143.73974892078994,1.0234203231048655,0.13368670213842077,220902,SW,2,3,0,0.01234592773,305.3,0.49280985675209815,7.083636507523703e-5,5.043516228264947e-7,6.588212453049554e-8,70.83636507523703,504.3516228264947,65.88212453049553,5.05
