DATE COLLECTED,SITE ,ECOSYSTEM,CHAMBER #,TIME POINT,GC RUN DATE,FILENAME,NOTES
8/12/22,JWP,UP-1,2,T0,10/10/22,220812_038,
8/12/22,JWP,UP-1,2,T1,10/10/22,220812_039,
8/12/22,JWP,UP-1,2,T2,10/10/22,220812_040,
8/12/22,JWP,UP-1,2,T3,10/10/22,220812_041,
8/12/22,JWP,UP-1,2,T4,10/10/22,220812_042,
8/12/22,STD,N/A,N/A,N/A,10/11/22,220812_043,
8/12/22,STD,N/A,N/A,N/A,10/11/22,220812_044,
8/12/22,STD,N/A,N/A,N/A,10/11/22,220812_045,
8/12/22,STD,N/A,N/A,N/A,10/11/22,220812_046,
8/12/22,STD,N/A,N/A,N/A,10/11/22,220812_047,
8/12/22,JWP,UP-1,3,T0,10/11/22,220812_048,
8/12/22,JWP,UP-1,3,T1,10/11/22,220812_049,
8/12/22,JWP,UP-1,3,T2,10/11/22,220812_050,
8/12/22,JWP,UP-1,3,T3,10/11/22,220812_051,
8/12/22,JWP,UP-1,3,T4,10/11/22,220812_052,
8/12/22,JWP,UP-1,4,T0,10/11/22,220812_053,
8/12/22,JWP,UP-1,4,T1,10/11/22,220812_054,
8/12/22,JWP,UP-1,4,T2,10/11/22,220812_055,
8/12/22,JWP,UP-1,4,T3,10/11/22,220812_056,
8/12/22,JWP,UP-1,4,T4,10/11/22,220812_057,
8/12/22,STD,N/A,N/A,N/A,10/11/22,220812_058,
8/12/22,JWP,SW-2,1,T0,10/11/22,220812_059,
8/12/22,JWP,SW-2,1,T1,10/11/22,220812_060,
8/12/22,JWP,SW-2,1,T2,10/11/22,220812_061,
8/12/22,JWP,SW-2,1,T3,10/11/22,220812_062,
8/12/22,JWP,SW-2,1,T4,10/11/22,220812_063,
8/12/22,JWP,SW-2,2,T0,10/11/22,220812_064,
8/12/22,JWP,SW-2,2,T1,10/11/22,220812_065,
8/12/22,JWP,SW-2,2,T2,10/11/22,220812_066,
8/12/22,JWP,SW-2,2,T3,10/11/22,220812_067,
8/12/22,JWP,SW-2,2,T4,10/11/22,220812_068,
8/12/22,STD,N/A,N/A,N/A,10/11/22,220812_069,
8/12/22,JWP,SW-2,3,T0,10/11/22,220812_070,
8/12/22,JWP,SW-2,3,T1,10/11/22,220812_071,
8/12/22,JWP,SW-2,3,T2,10/11/22,220812_072,
8/12/22,JWP,SW-2,3,T3,10/11/22,220812_073,
8/12/22,JWP,SW-2,3,T4,10/11/22,220812_074,
8/12/22,STD,N/A,N/A,N/A,10/12/22,220812_075,
8/12/22,STD,N/A,N/A,N/A,10/12/22,220812_076,
8/12/22,STD,N/A,N/A,N/A,10/12/22,220812_077,
8/12/22,STD,N/A,N/A,N/A,10/12/22,220812_078,
8/12/22,STD,N/A,N/A,N/A,10/12/22,220812_079,
8/12/22,JWP,SW-2,4,T0,10/12/22,220812_080,
8/12/22,JWP,SW-2,4,T1,10/12/22,220812_081,
8/12/22,JWP,SW-2,4,T2,10/12/22,220812_082,
8/12/22,JWP,SW-2,4,T3,10/12/22,220812_083,
8/12/22,JWP,SW-2,4,T4,10/12/22,220812_084,
8/12/22,STD,N/A,N/A,N/A,10/13/22,220812_085,1 HR DELAY FROM BOOT
8/12/22,STD,N/A,N/A,N/A,10/13/22,220812_086,1 HR DELAY FROM BOOT
8/12/22,STD,N/A,N/A,N/A,10/13/22,220812_087,1 HR DELAY FROM BOOT
8/12/22,STD,N/A,N/A,N/A,10/13/22,220812_088,1 HR DELAY FROM BOOT
8/12/22,STD,N/A,N/A,N/A,10/13/22,220812_089,1 HR DELAY FROM BOOT
8/12/22,JWP,UP-2,1,T0,10/13/22,220812_090,
8/12/22,JWP,UP-2,1,T1,10/13/22,220812_091,
8/12/22,JWP,UP-2,1,T2,10/13/22,220812_092,
8/12/22,JWP,UP-2,1,T3,10/13/22,220812_093,
8/12/22,JWP,UP-2,1,T4,10/13/22,220812_094,
8/12/22,JWP,UP-2,2,T0,10/13/22,220812_095,
8/12/22,JWP,UP-2,2,T1,10/13/22,220812_096,
8/12/22,JWP,UP-2,2,T2,10/13/22,220812_097,
8/12/22,JWP,UP-2,2,T3,10/13/22,220812_098,
8/12/22,JWP,UP-2,2,T4,10/13/22,220812_099,
8/12/22,STD,N/A,N/A,N/A,10/13/22,220812_100,
8/12/22,STD,N/A,N/A,N/A,10/13/22,220812_101,
8/12/22,STD,N/A,N/A,N/A,10/13/22,220812_102,
8/12/22,STD,N/A,N/A,N/A,10/13/22,220812_103,
8/12/22,STD,N/A,N/A,N/A,10/13/22,220812_104,
8/12/22,STD,N/A,N/A,N/A,10/13/22,220812_105,
8/12/22,JWP,UP-2,3,T0,10/13/22,220812_106,
8/12/22,JWP,UP-2,3,T1,10/13/22,220812_107,
8/12/22,JWP,UP-2,3,T2,10/13/22,220812_108,
8/12/22,JWP,UP-2,3,T3,10/13/22,220812_109,
8/12/22,JWP,UP-2,3,T4,10/13/22,220812_110,
8/12/22,JWP,UP-2,4,T0,10/13/22,220812_111,
8/12/22,JWP,UP-2,4,T1,10/13/22,220812_112,
8/12/22,JWP,UP-2,4,T2,10/13/22,220812_113,
8/12/22,JWP,UP-2,4,T3,10/13/22,220812_114,
8/12/22,JWP,UP-2,4,T4,10/13/22,220812_115,
,,,,,,,
