chamber,gas,estimate,p.value,date,average_temp_kelvin,ecosystem_name,ecosystem_block,rep,total_vol_m3,flux,units
SW 2-4,ch4,-0.01212707113087139,0.05374274564927314,2023-06-02,310,SW,2,4,0.008538549,-1.3525156141680854,nmol_m2_s1
UP 1-1,ch4,-0.00587851998867842,0.3863733530502724,2023-06-02,309.25,UP,1,1,0.009171934,-0.7059650373611879,nmol_m2_s1
UP 1-2,ch4,-0.00687107299275187,0.00556292655066563,2023-06-02,309.8,UP,1,2,0.009551964,-0.8578271889540665,nmol_m2_s1
UP 1-3,ch4,-0.00964660157270103,0.02358095087063783,2023-06-02,309.8,UP,1,3,0.007968503,-1.0046936328858753,nmol_m2_s1
UP 1-4,ch4,-0.01119645635977402,0.06773531339942247,2023-06-02,310.35,UP,1,4,0.007905165,-1.1547919892474778,nmol_m2_s1
UP 2-1,ch4,0.00421304155422209,0.1405706629575751,2023-06-02,309,UP,2,1,0.00891858,0.49237609198861376,nmol_m2_s1
UP 2-2,ch4,-0.00223308873402283,0.45752069731004424,2023-06-02,308.7,UP,2,2,0.006765073,-0.19815535795255493,nmol_m2_s1
UP 2-3,ch4,-0.00405078769895001,0.2190885086585437,2023-06-02,308.55,UP,2,3,0.008981918,-0.477470999894556,nmol_m2_s1
UP 2-4,ch4,0.00231465743532585,0.3892220531155764,2023-06-02,310.4,UP,2,4,0.008475211,0.255905437250512,nmol_m2_s1
SW 1-1,n2o,0.00125817680999923,0.12510588608937576,2023-06-02,312.1,SW,1,1,0.006385043,0.1042259147298321,nmol_m2_s1
SW 1-2,n2o,0.00183370629304797,0.03257228963031028,2023-06-02,312.1,SW,1,2,0.007651811,0.18203890839760936,nmol_m2_s1
SW 1-3,n2o,0.0029856087440274302,0.01564300973162623,2023-06-02,311.55,SW,1,3,0.006955088,0.269880651038647,nmol_m2_s1
SW 1-4,n2o,0.00130703616472687,0.01454900176029177,2023-06-02,312.6,SW,1,4,0.01012201,0.17136786028329715,nmol_m2_s1
SW 2-1,n2o,0.00148762446659273,0.25590987443355256,2023-06-02,308.55,SW,2,1,0.007588473,0.1481447059804793,nmol_m2_s1
SW 2-2,n2o,1.6394024659058108e-4,0.8424705642786043,2023-06-02,309.5,SW,2,2,0.007145104,0.015324893552379598,nmol_m2_s1
SW 2-3,n2o,-6.217458609945525e-4,0.279968826519817,2023-06-02,310.25,SW,2,3,0.007081765,-0.057465422644009605,nmol_m2_s1
SW 2-4,n2o,4.653930552048581e-5,0.7514845727099604,2023-06-02,310,SW,2,4,0.008538549,0.005190464928399666,nmol_m2_s1
UP 1-1,n2o,4.03607737503415e-4,0.516924827260259,2023-06-02,309.25,UP,1,1,0.009171934,0.048470185018443745,nmol_m2_s1
UP 1-2,n2o,4.475252370919357e-4,0.03009132393417868,2023-06-02,309.8,UP,1,2,0.009551964,0.05587181456601371,nmol_m2_s1
UP 1-3,n2o,1.7848661426952088e-4,0.6878915753055174,2023-06-02,309.8,UP,1,3,0.007968503,0.01858938233951901,nmol_m2_s1
UP 1-4,n2o,3.047049622571466e-4,0.38540459126193766,2023-06-02,310.35,UP,1,4,0.007905165,0.03142698351977588,nmol_m2_s1
UP 2-1,n2o,9.546384004015704e-4,0.03371117657738604,2023-06-02,309,UP,2,1,0.00891858,0.11156811980193647,nmol_m2_s1
UP 2-2,n2o,7.084813544739799e-4,0.05772685816655758,2023-06-02,308.7,UP,2,2,0.006765073,0.0628678002175023,nmol_m2_s1
UP 2-3,n2o,1.8289193779291507e-4,0.6001665735450666,2023-06-02,308.55,UP,2,3,0.008981918,0.021557682826298562,nmol_m2_s1
UP 2-4,n2o,1.446307381495157e-4,0.37460381692987504,2023-06-02,310.4,UP,2,4,0.008475211,0.01599018140704079,nmol_m2_s1
