row,date_collected,timepoint,gc_run_date,filename,chamber,co2_height,ch4_height,n2o_height
41,2023-08-18,T1,2023-08-30,08182023_041,UP 2-4,612747,1826,4051
42,2023-08-18,STD,2023-08-30,08182023_042,STD,1023857,9673,12621
43,2023-08-18,T2,2023-08-30,08182023_043,SW 1-1,509399,2297,4030
44,2023-08-18,T2,2023-08-30,08182023_044,SW 1-2,399449,2497,3994
45,2023-08-18,T2,2023-08-30,08182023_045,SW 1-3,398389,2430,3955
46,2023-08-18,T2,2023-08-30,08182023_046,SW 1-4,571317,2304,3955
47,2023-08-18,T2,2023-08-30,08182023_047,UP 1-1,876543,2025,3993
48,2023-08-18,T2,2023-08-30,08182023_048,UP 1-2,639670,2195,3958
49,2023-08-18,T2,2023-08-30,08182023_049,UP 1-3,880724,2203,4029
50,2023-08-18,T2,2023-08-30,08182023_050,UP 1-4,917172,2194,3954
51,2023-08-18,STD,2023-08-30,08182023_051,STD,912092,9294,12158
52,2023-08-18,T2,2023-08-30,08182023_052,SW 2-1,395768,2383,4008
53,2023-08-18,T2,2023-08-30,08182023_053,SW 2-2,396333,2393,3972
54,2023-08-18,T2,2023-08-30,08182023_054,SW 2-3,396504,2481,3957
55,2023-08-18,T2,2023-08-30,08182023_055,SW 2-4,396994,2486,3988
56,2023-08-18,T2,2023-08-30,08182023_056,UP 2-1,778103,2240,4029
57,2023-08-18,T2,2023-08-30,08182023_057,UP 2-2,750852,1926,4033
58,2023-08-18,T2,2023-08-30,08182023_058,UP 2-3,674197,2250,4011
59,2023-08-18,T2,2023-08-30,08182023_059,UP 2-4,738766,2640,4035
60,2023-08-18,STD,2023-08-30,08182023_060,STD,965659,10606,13143
61,2023-08-18,T3,2023-08-30,08182023_061,SW 1-1,580720,2352,4026
62,2023-08-18,T3,2023-08-30,08182023_062,SW 1-2,399816,2440,3997
63,2023-08-18,T3,2023-08-30,08182023_063,SW 1-3,397404,2473,3955
64,2023-08-18,T3,2023-08-30,08182023_064,SW 1-4,582004,2486,3940
65,2023-08-18,T3,2023-08-30,08182023_065,UP 1-1,1319960,2221,4008
66,2023-08-18,T3,2023-08-30,08182023_066,UP 1-2,776370,2124,3993
67,2023-08-18,T3,2023-08-30,08182023_067,UP 1-3,1249364,2155,4041
68,2023-08-18,T3,2023-08-30,08182023_068,UP 1-4,1206853,2142,4018
69,2023-08-18,STD,2023-08-30,08182023_069,STD,954602,10370,13008
70,2023-08-18,T3,2023-08-30,08182023_070,SW 2-1,395522,2411,4010
71,2023-08-18,T3,2023-08-30,08182023_071,SW 2-2,394381,2400,4000
72,2023-08-18,T3,2023-08-30,08182023_072,SW 2-3,393886,2418,3957
73,2023-08-18,T3,2023-08-30,08182023_073,SW 2-4,395389,2403,3980
74,2023-08-18,T3,2023-08-30,08182023_074,UP 2-1,1013347,2201,4054
75,2023-08-18,T3,2023-08-30,08182023_075,UP 2-2,1004946,1901,4081
76,2023-08-18,T3,2023-08-30,08182023_076,UP 2-3,931015,2209,4058
77,2023-08-18,T3,2023-08-30,08182023_077,UP 2-4,1083065,1989,4072
78,2023-08-18,STD,2023-08-30,08182023_078,STD,958060,9385,12339
79,2023-08-18,T4,2023-08-30,08182023_079,SW 1-1,696115,2415,4023
80,2023-08-18,T4,2023-08-30,08182023_080,SW 1-2,394107,2474,4000
81,2023-08-18,T4,2023-08-30,08182023_081,SW 1-3,392798,2498,3974
82,2023-08-18,T4,2023-08-30,08182023_082,SW 1-4,848418,2376,3979
83,2023-08-18,T4,2023-08-30,08182023_083,UP 1-1,1587736,2210,3962
84,2023-08-18,T4,2023-08-30,08182023_084,UP 1-2,909844,2177,3970
85,2023-08-18,T4,2023-08-30,08182023_085,UP 1-3,1476591,2157,4065
86,2023-08-18,T4,2023-08-30,08182023_086,UP 1-4,1524768,2096,4134
87,NA,NA,NA,NA,STD,964651,10101,12653
88,NA,NA,NA,NA,STD,974636,10533,13074
89,NA,NA,NA,NA,STD,964161,10058,12575
90,NA,NA,NA,NA,STD,1025470,9881,12830
91,NA,NA,NA,NA,STD,981853,10817,13012
92,NA,NA,NA,NA,STD,958445,10103,12572
93,NA,NA,NA,NA,STD,440726,2544,4062
94,NA,NA,NA,NA,STD,442161,2582,4066
95,NA,NA,NA,NA,STD,431644,2592,4072
96,NA,NA,NA,NA,STD,429577,2601,4065
97,NA,NA,NA,NA,STD,1297707,2224,4155
98,NA,NA,NA,NA,STD,1238518,2298,4175
99,NA,NA,NA,NA,STD,1213009,2274,4100
100,NA,NA,NA,NA,STD,1378071,1920,4158
