row,date_collected,timepoint,gc_run_date,filename,chamber,co2_height,ch4_height,n2o_height,mean_co2_height,mean_ch4_height,mean_n2o_height,co2_precision,ch4_precision,n2o_precision,co2_ppm,ch4_ppm,n2o_ppm
31,2023-07-18,T1,2023-08-28,07182023_031,UP 1-3,735690,2241,3846,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,756.9704739355963,2.258234793446211,0.32303040483789686
32,2023-07-18,T1,2023-08-28,07182023_032,UP 1-4,704275,5161,3647,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,724.6467677024182,5.200691552421193,0.3063161431211154
34,2023-07-18,T1,2023-08-28,07182023_034,SW 2-1,765794,2236,3800,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,787.9452583520722,2.2531963400918014,0.31916680665210817
35,2023-07-18,T1,2023-08-28,07182023_035,SW 2-2,670764,2270,3860,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,690.1664328439101,2.2874578229017843,0.32420628254661515
36,2023-07-18,T1,2023-08-28,07182023_036,SW 2-3,733538,6196,3877,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,754.7562254614979,6.243651396783901,0.3256341340500588
37,2023-07-18,T1,2023-08-28,07182023_037,SW 2-4,718694,2259,3664,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,739.4828498343995,2.276373225522084,0.30774399462455904
38,2023-07-18,T1,2023-08-28,07182023_038,UP 2-1,895093,2261,3653,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,920.9843445288568,2.2783886068638477,0.3068200907105661
39,2023-07-18,T1,2023-08-28,07182023_039,UP 2-2,730842,4709,3864,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,751.9822413136498,4.7452153691826,0.32454224760624895
40,2023-07-18,T1,2023-08-28,07182023_040,UP 2-3,603680,2297,3885,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,621.1419697229006,2.314665471015594,0.3263060641693264
41,2023-07-18,T1,2023-08-28,07182023_041,UP 2-4,703423,2275,3667,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,723.7701228604425,2.2924962762561933,0.3079959684192844
43,2023-07-18,T2,2023-08-28,07182023_043,SW 1-1,826037,2293,3888,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,849.9308395905043,2.3106347083320666,0.32655803796405175
44,2023-07-18,T2,2023-08-28,07182023_044,SW 1-2,781724,4526,3958,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,804.3360474749284,4.560807976411223,0.3324374265076432
45,2023-07-18,T2,2023-08-28,07182023_045,SW 1-3,798223,2234,3943,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,821.3122954183059,2.2511809587500378,0.33117755753401645
46,2023-07-18,T2,2023-08-28,07182023_046,SW 1-4,775354,2237,3954,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,797.7817896775276,2.254204030762683,0.3321014614480094
47,2023-07-18,T2,2023-08-28,07182023_047,UP 1-1,1098537,2181,3967,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1130.3131394008183,2.1977733531933,0.33319334789181926
48,2023-07-18,T2,2023-08-28,07182023_048,UP 1-2,927288,2231,3675,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,954.1106129413083,2.2481578867373924,0.308667898538552
49,2023-07-18,T2,2023-08-28,07182023_049,UP 1-3,981070,2196,3917,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1009.4483041280912,2.2128887132565276,0.3289937846463968
50,2023-07-18,T2,2023-08-28,07182023_050,UP 1-4,911809,5325,3717,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,938.1838693862117,5.3659528224458155,0.31219553166470687
52,2023-07-18,T2,2023-08-28,07182023_052,SW 2-1,1035551,2226,3766,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1065.5052144986075,2.243119433382983,0.3163111036452209
53,2023-07-18,T2,2023-08-28,07182023_053,SW 2-2,846445,2249,3647,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,870.9291587630873,2.2662963188132657,0.3063161431211154
54,2023-07-18,T2,2023-08-28,07182023_054,SW 2-3,918054,2227,3713,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,944.60951144975445,2.2441271240538647,0.3118595666050731
55,2023-07-18,T2,2023-08-28,07182023_055,SW 2-4,962662,2232,3628,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,990.5078366972351,2.249165577408274,0.30472030908785486
56,2023-07-18,T2,2023-08-28,07182023_056,UP 2-1,1080190,2282,3784,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1111.435436448085,2.2995501109523664,0.317822946413573
57,2023-07-18,T2,2023-08-28,07182023_057,UP 2-2,940774,2279,3937,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,967.986707235774,2.2965270389397205,0.3306736099445658
58,2023-07-18,T2,2023-08-28,07182023_058,UP 2-3,762004,2192,3963,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,784.0456293014994,2.2088579505730004,0.33285738283218547
59,2023-07-18,T2,2023-08-28,07182023_059,UP 2-4,895306,2246,3780,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,921.2035057393507,2.26327324680062,0.3174869813539392
61,2023-07-18,T3,2023-08-28,07182023_061,SW 1-1,1178765,2242,3892,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1212.8618041684583,2.2592424841170926,0.32689400302368554
62,2023-07-18,T3,2023-08-28,07182023_062,SW 1-2,1105111,5028,4077,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1137.0772980758752,5.066668693193908,0.3424323870317487
63,2023-07-18,T3,2023-08-28,07182023_063,SW 1-3,1098535,2260,3959,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1130.3110815490766,2.277380916192966,0.3325214177725517
64,2023-07-18,T3,2023-08-28,07182023_064,SW 1-4,988194,2272,3953,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1016.778372032123,2.289473204243548,0.33201747018310096
65,2023-07-18,T3,2023-08-28,07182023_065,UP 1-1,1503565,2159,3958,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1547.0569270249355,2.1756041584338996,0.3324374265076432
66,2023-07-18,T3,2023-08-28,07182023_066,UP 1-2,1279201,2147,3610,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1316.2030029345085,2.1635118703833176,0.30320846631950277
67,2023-07-18,T3,2023-08-28,07182023_067,UP 1-3,1413291,2111,3901,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1454.1716729586003,2.127235006231571,0.32764992440786156
68,2023-07-18,T3,2023-08-28,07182023_068,UP 1-4,1294897,5197,3754,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1332.3530234035827,5.236968416572939,0.3153032084663195
70,2023-07-18,T3,2023-08-28,07182023_070,SW 2-1,1476811,2188,3913,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1519.5290442758524,2.204827187889473,0.328657819586763
71,2023-07-18,T3,2023-08-28,07182023_071,SW 2-2,1185604,2227,3574,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1219.898628199294,2.2441271240538647,0.3001847807827986
72,2023-07-18,T3,2023-08-28,07182023_072,SW 2-3,1227738,4228,3802,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1263.2513908422584,4.260516156488433,0.3193347891819251
73,2023-07-18,T3,2023-08-28,07182023_073,SW 2-4,1464384,2162,3772,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1506.7425824786312,2.178627230446545,0.3168150512346716
74,2023-07-18,T3,2023-08-28,07182023_074,UP 2-1,1435434,2183,3894,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1476.9551785171318,2.1997887345350637,0.32706198555350247
75,2023-07-18,T3,2023-08-28,07182023_075,UP 2-2,1256360,5647,3965,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1292.7013071181145,5.6904292184697685,0.33302536536200233
76,2023-07-18,T3,2023-08-28,07182023_076,UP 2-3,1020100,2228,4005,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1049.607280867895,2.2451348147247465,0.33638501595834036
77,2023-07-18,T3,2023-08-28,07182023_077,UP 2-4,1245099,2271,3920,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1281.1145728863203,2.288465513572666,0.32924575844112214
79,2023-07-18,T4,2023-08-28,07182023_079,SW 1-1,1517805,2223,4076,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1561.7088314260322,2.2400963613703375,0.34234839576684023
80,2023-07-18,T4,2023-08-28,07182023_080,SW 1-2,1388616,5425,4114,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1428.7829270950426,5.466721889534,0.34554006383336133
81,2023-07-18,T4,2023-08-28,07182023_081,SW 1-3,1357227,2227,4020,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1396.4859729345071,2.2441271240538647,0.3376448849319671
82,2023-07-18,T4,2023-08-28,07182023_082,SW 1-4,1241827,2272,3920,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1277.7479274368548,2.289473204243548,0.32924575844112214
83,2023-07-18,T4,2023-08-28,07182023_083,UP 1-1,1947671,5520,3960,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,2004.0090798306578,5.5624525032677745,0.3326054090374601
84,2023-07-18,T4,2023-08-28,07182023_084,UP 1-2,1603073,2051,3854,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1649.4432825828244,2.0667735659786604,0.32370233495716444
85,2023-07-18,T4,2023-08-28,07182023_085,UP 1-3,1808583,2020,3965,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1860.89783830399,2.035535155181323,0.33302536536200233
86,2023-07-18,T4,2023-08-28,07182023_086,UP 1-4,1623565,5390,3852,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1670.52803152856,5.431452716053135,0.32353435242734757
88,2023-07-18,T4,2023-08-28,07182023_088,SW 2-1,1959614,2206,3793,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,2016.297541506381,2.222965619965346,0.318578867797749
89,2023-07-18,T4,2023-08-28,07182023_089,SW 2-2,1471903,2119,3893,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1514.479076101654,2.135296531598626,0.326977994288594
90,2023-07-18,T4,2023-08-28,07182023_090,SW 2-3,1588148,5935,3915,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1634.0865639601861,5.980644131683739,0.32882580211657986
91,2023-07-18,T4,2023-08-28,07182023_091,SW 2-4,1715571,3095,3746,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1765.1953852032307,3.118802626379305,0.3146312783470519
92,2023-07-18,T4,2023-08-28,07182023_092,UP 2-1,1705736,2175,3981,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1755.0758992632877,2.191727209168009,0.33436922560053756
93,2023-07-18,T4,2023-08-28,07182023_093,UP 2-2,1538645,2168,3965,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1583.1516465748284,2.1846733744718363,0.33302536536200233
94,2023-07-18,T4,2023-08-28,07182023_094,UP 2-3,1227930,2245,3942,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1263.4489446094642,2.262265556129738,0.331093566269108
95,2023-07-18,T4,2023-08-28,07182023_095,UP 2-4,1529507,2248,3914,969943.5384615385,10122.153846153846,11906,1.8893982316502607,3.0342003275030462,3.3215032176530803,1573.7493219668772,2.2652886281423834,0.3287418108516714
